Date,City,Cafe_Name,Coffee_Name,Producer_Farm,Origin,Varietal,Process,Roast_Level,Brew_Method,Dose_g,Yield_g,Ratio,Water_Temp_C,Bloom,Grinder,Price_SGD,Official_Notes,Your_Verdict,Technical_Enrichment,Visit_Context,Source
2026-06-25,Singapore,PPP Coffee (Funan),Ethiopia Suke Quto,Suke Quto Farm (Tesfaye Bekele),Ethiopia,Welicho & Kurume (blend),Fully-Washed,Light Filter Roast,V60 Pour-over (Conical),15,225,1:15,Unknown,Unknown,Mazzer MM (83mm Flat Burr),9,"Nectarine, White Florals, Citrus","Sharp unripe orange dominated all thermal phases — no floral lift, no mid-cool malic sweetness, no phase shift detected. Citric over-extraction signature suppressed linalool volatiles and sucrose emergence. Hardware execution miss — Guji terroir likely unrealised. Rated below average.","Mazzer MM 83mm flat burrs produce wider fines distribution than 98mm reference tier; fine particle accumulation at V60 conical drain drove chlorogenic-acid over-extraction, presenting as persistent sharp citrus and blunting the Welicho & Kurume floral/nectarine terroir expression across the full thermal arc. Second V60 conical over-extraction pattern in archive (cf. Entry #31, Kurasu Rwanda).",Solo visit — 25 Jun 2026; Funan mall location; bean card photographed; no barista consultation,Direct observation + bean card photo + menu photo
2026-06-27,Singapore,Apartment (Jalan Riang),China Yunnan Meng Hai,Blang and Dai Family Farms,"Menghai, Xishuangbanna, Yunnan, China",Purple Leaf Caturra,Double Washed,Light (Filter Roast),Pour-over (Hand Brew),13,215,1:16.5,95,4-pour progressive ~30s intervals; Bloom 30g; to 120g (+90g); to 180g (+60g); to 215g (+35g). Descending pour volumes confirmed by barista.,Mahlkönig EK43,9.5,Dried tangerine peel; red apple; pandan (origin card) / Dried orange peel; red apple; pandan (menu — discrepancy flagged),Bright vibrant opening (hot); crisp malic clarity; mellowed gracefully at cool with no dominant note; pandan as background aromatic binder; well-balanced; no bitterness; genuinely pleasant surprise for non-core-palate origin,Double Washed process + EK43 flat burr uniformity produced exceptional acid clarity across all thermal phases; constant 95C 4-pour progressive with descending pour volumes (30g bloom → +90g → +60g → +35g) front-loaded solubles extraction then completed gently without bed agitation; Purple Leaf Caturra anthocyanin complexity confirmed at cool phase.,"Second visit to Apartment (Jalan Riang); Saturday 27 Jun 2026, 10:45am. Menu note: dried orange peel (menu) vs dried tangerine peel (origin card) — origin card used as authoritative. First Chinese-origin entry in archive (entry #36).",Field audit (Claude)
2026-06-28,Singapore,Keryi Coffee,Ethiopia Urabeast G1,Unknown,"Uraga, Guji, Ethiopia",74110 / 74112,Mosto Fermentation,Filter Roast,Hario Switch (Immersion/Percolation Hybrid),15,210,1:14,88 → 70,Unknown,Ditting 98mm flat burr,13,Winey; Raspberry; Purple grapes,"First mosto fermentation entry in archive — process milestone. Bright raspberry and florals dominate hot phase; fruit esters volatile and immediate confirming correct low-entry-temp calibration at 88°C. Thermal transition mid-cool reveals progressive winey character as acetic compounds emerge post-ester dissipation. Purple grape ambiguous — raspberry clearly dominant throughout. Light-to-medium body with clean short finish consistent with 74110/74112 JARC varietal genetics. Fruity, controlled, process-honest expression. Rated excellent.",88°C descending to 70°C entry temp is deliberate suppression of acetic acid volatilisation — allows fruit esters to express cleanly before winey compounds dominate. Ditting 98mm flat burr uniformity protected raspberry ester clarity; 1:14 tight ratio on Hario Switch immersion built even body without over-extracting fermentation-derived acetic acids. 2-minute brew time limited lipid extraction keeping finish clean rather than syrupy. Mosto fermentation uses cherry pulp juice as fermentation medium — produces restrained winey complexity vs full natural while retaining dark fruit ester complexity.,"Solo visit — 28 Jun 2026, 10:30AM. Keryi return visit (Entry #31 ref: Colombia Finca La Esmaralda). First mosto fermentation process in archive.",Field audit (Claude) — direct barista confirmation
2026-06-28,Singapore,Asylum Coffeehouse,Yellow Sudan Rume,Felipe Arcila - Jardines Del Eden,"Pijiao, Quindío, Colombia",Sudan Rume (Yellow),Extended Fermentation Natural (EF2),Filter Roast,April Brewer (Flat-Bottom),15,240,1:16,90,110g (first pour) → 240g (second pour),Option-O Lagom P64,14,"Lemongrass, Vanilla, Red Fruits, Brown Sugar","Hot phase: red fruits dominant, bright and acidic, light-to-medium body. Mid-cool: lemongrass clarifies as geraniol emerges; vanilla appears as background aromatic. Cool: brown sugar sweetness confirmed, mellowed, clean lingering finish with pleasant mouthfeel. Overall excellent — bright, fruity, balanced, varietal-honest. First Yellow Sudan Rume natural-process entry in archive.","EF2 24-hour Grainpro aerobic fermentation at sub-22°C produced controlled ester development without acetic acid overproduction — cup reads bright and clean vs winey (contrast Entry #37 mosto). Red fruit dominance hot phase = ethyl butyrate/hexanoate fermentation esters. Lemongrass/geraniol mid-cool = Sudan Rume varietal-native genetic signature, not process-derived. Vanillin + brown sugar sucrose emerges sub-55°C at cool phase. April flat-bottom two-pour (110g + 130g) at 90°C maintained even bed saturation preserving delicate geraniol top notes. Three milestones: first Yellow Sudan Rume mutation in archive; first EF2 Extended Fermentation Natural process category; new producer Felipe Arcila / Jardines Del Eden.","Solo visit — 28 Jun 2026, 11:06AM. Second stop of dual-session day (Entry #37 Keryi Coffee mosto fermentation same morning). Receipt SGD 14.00 confirmed.",Field audit (Claude) — bean card + receipt + hardware photos
2026-06-30,Singapore,2050 Coffee,Myanmar Arakan Mountain,Asho Chin Coffee Association,"Magway, Myanmar",Catimor,Fully Washed & Honey,Light Roast,Automated Tap Dispenser (Filter),"N/A — batch-dispensed, no per-cup brew event","N/A — batch-dispensed, no per-cup brew event","N/A — batch-dispensed, no per-cup brew event","N/A — batch-dispensed, no per-cup brew event",Unknown,"N/A — batch-dispensed, no per-cup brew event",6,"Yellow Pear, Dried Fruits, Brown Sugar, Almond","Fruity and acidic with pear dominant and a light nutty edge — closely matches official notes (Yellow Pear, Almond). But flat across the cup: none of the hot/mid-cool/cool thermal progression of a manual pourover, reading as machine-consistent rather than barista-crafted. Hari's verdict: not worth a repeat visit — and on principle, he considers it a bad idea to automate the pourover format specifically. Pourover's whole identity rests on a human reading the bed and adjusting pour/temperature in real time; a tap dispenser removes that variable entirely, so even a technically clean cup like this one reads as inert rather than expressive.","Tap-dispensed batch brewing removes the two levers that define pourover's identity — pulse-pour agitation and a controlled, declining temperature curve — collapsing what should be a three-phase thermal arc into one static, averaged extraction state. Consistent, but expressively inert; this backs up Hari's stated view that automation and pourover are a poor philosophical fit. Catimor's rust-resistant hybrid lineage plus the sub-1,050m altitude also compress the acid/aromatic ceiling well below the 1,700m+ Bourbon/Gesha lots this benchmarks against. Automation suits high-throughput formats (espresso, batch drip, cold brew) where uniformity is the point; it works against the reason pourover exists in the first place. Machine-brewed psychological discount applies per scoring convention.","First visit — automated tap filter bar (2050 Coffee), novelty try. First Myanmar origin and first Catimor varietal in archive. Hari has ruled out a return visit and holds a firm general view that automating pourover-format filter brewing is conceptually flawed, regardless of cup quality.",Direct observation + bean card photo
2026-07-01,Singapore,Kyuukei Coffee,Ethiopia Worka Chelchele,Kyūkei Coffee (In-house roast) — confirmed via Instagram DM,"Gedeb, Gedeo Zone, Ethiopia","Dega, Wolisho, Kurume (Landrace Triad)",Washed,Light,"Pour-over (Deep27, Flat-Bottom, Immersion-Assist) — confirmed by Kyūkei Coffee via Instagram DM",16,240,1:15,85 → 95 (ramped),30 seconds,"Unknown — Kyūkei DM did not address grinder; tall cylindrical flat-burr unit visible in bar photo, model unconfirmed",9.00,"Lemon, Peach, Bergamot, Apricot","Floral hit and citrus brightness dominated the hot phase — lime/lemon citric clarity with linalool florals leading. Mid-cool: brightness tapered into balanced malic structure; slight chlorogenic bitter tinge after slurp — contained, not a flaw. Cool phase: nectarine and stone fruit sugars emerged cleanly; jasmine/berry aftertaste lingered beyond the cup. Excellent 4/4 palate alignment with roaster notes. Barista confirmed ""bright"" — accurate. Berry-jasmine aftertaste tail identified as likely Wolisho landrace signature beyond stated roaster notes.","Deep27 flat-bottom immersion-assist brewer (confirmed by Kyūkei via DM) — the ""D something"" brewer identified in-session. Immersion-assist geometry ensures full and even bed saturation before drawdown, explaining the exceptional extraction clarity and balanced thermal arc observed. Grinder model unconfirmed — tall cylindrical flat-burr unit visible on bar but not identified by Kyūkei in DM. House ratio confirmed as 16g/240g (1:15) — within the 1:15–1:17 Palate DNA comfort band. Bloom confirmed 30 seconds. In-house roast confirmed.","Solo visit — Kyūkei Coffee Maxwell lunch audit, 01 Jul 2026, 13:04",Direct observation + receipt + barista confirmation
2026-07-03,Singapore,Zerah Roasters,Finca Villarazo — Pink Bourbon,Finca Villarazo,Colombia,Pink Bourbon,Washed,Filter Roast,Pour-over (Orea V4 — Flat-Bottom),15,240,1:16,92 (constant),50g / 40s (1:3.3 bloom ratio),DF83V (83mm Flat Burr),9.00,Lively and juicy; Pomegranate; Mandarin; Lingering Florals,"Hot phase: simultaneous pomegranate + mandarin orange hit — bright, punchy, fruity. Low-to-medium body throughout. Mid-cool: sugar emergence as brightness decreases — sucrose surfacing as citric volatiles dissipate. Cool phase: sugar dominant with pomegranate aftertaste lingering cleanly. Floral presence subtle — linalool under the citric punch. Official notes confirmed across all three thermal phases. First Pink Bourbon in archive.","DF83V 83mm flat burrs (Chinese-market variant) — first DF83 platform entry in archive, largest consumer flat burr diameter logged (83mm vs prior max 98mm commercial). Larger burr surface area + higher RPM produces near-zero fines, explaining exceptional acid clarity at hot phase. Orea V4 flat-bottom geometry: zero bypass, full bed saturation via wave filter — isolated Pink Bourbon citric-malic duality without channeling interference. 22 days off roast (roasted 11 Jun 2026) — one day past optimal 10-21 day degas window; citric top notes (mandarin) still present but beginning to fade, explaining why mid-cool sugar emergence was earlier and stronger than expected. Bloom 50g/40s (1:3.3 ratio) — generous bloom on 15g dose ensured full CO₂ purge before extraction. Constant 92°C with no temperature step-down: single-temp protocol on washed Pink Bourbon works because the bean has no heavy mucilage sugars requiring lower-temp management. Pink Bourbon genetic signature confirmed: ellagic acid esters (pomegranate, thermally stable) + citric acid (mandarin, volatile) co-present hot phase; sucrose density characteristic of Bourbon mutation reveals at cool. In-house micro-roastery adjacent to café — Zerah roasts own beans on-site.","Solo visit — Zerah Roasters, Singapore. Friday lunch break, 12:30 PM, 3 Jul 2026. Second Zerah visit (Entry #035 ref: El Diviso Ester Bomb, 26 May 2026). Bean card photo confirmed. In-house roast, micro-roastery on-site next to café. Barista: Aqil — most friendly and enthusiastic barista across all 48 archive visits to date. Explained brew parameters, roast date, and flat-bottom geometry rationale unprompted. Standout human element — educational and warm throughout.",Field audit (Claude) — bean card + barista confirmation
2026-07-05,Singapore,Homeground Coffee Roasters,Colombia Inmaculada Gesha Natural,Inmaculada Estate,"Valle del Cauca, Colombia",Gesha,Natural,Light,Origami Dripper (Ceramic — Flat-Bottom Stand),15,247,1:16.5,86-90,Unknown,Mahlkönig EK43 (98mm Flat Burr),19.00,"Hibiscus, Pomegranate, Stewed Peach, Darjeeling Tea","HOT: Hibiscus and pomegranate bright and balanced — clean anthocyanin-driven floral punch, excellent opening. | MID-COOL: Flavour tapered gracefully; Darjeeling tea polyphenol structure emerged, smooth and soothing. | COOL: Tea backbone confirmed with slight sugar aftercoat — cherry-dried sucrose persisting cleanly at sub-50°C. Overall: excellent and deeply relaxing; Gesha varietal identity held under natural process layer. Top-tier entry — starred.","EK43 98mm flat burrs at 24–26 click equivalent; 86–90°C natural protocol deliberately suppresses acetic acid volatilisation while preserving anthocyanin-driven hibiscus esters and Gesha linalool-floral DNA. Lean 1:16.5 ratio dilutes fermentation-derived sugar density to reveal Gesha varietal structure underneath. Origami flat-bottom stand confirmed by direct observation — same pink ceramic unit used for both cups. 21 days off roast (roasted 14 Jun 2026, tasted 5 Jul 2026) — optimal degas window per bean card guidance; volatile aromatics intact, zero stale oxidation. Darjeeling tea polyphenol structure held clean across all thermal phases confirming precision aerobic fermentation at Inmaculada. First Colombia Gesha Natural in archive; completes washed/honey/natural Colombia Gesha process trilogy. First Homeground entry; first Origami brewer logged.","Father-daughter visit — Homeground Coffee Roasters Bukit Timah Experience Room; 5 Jul 2026 10:30 AM",Field audit (Claude) — bean card + barista confirmed + direct observation
2026-07-05,Singapore,Homeground Coffee Roasters,Bolivia Los Rodriguez Caturra Washed,Los Rodriguez,"Samaipata, Bolivia",Caturra,Washed,Light,Origami Dripper (Ceramic — Flat-Bottom Stand),15,244,1:16.2,90-93,Unknown,Mahlkönig EK43 (98mm Flat Burr),10.00,"Apricot, Apple, Honey","Aanya's cup (companion entry). Fruity and clean throughout — apricot and stone fruit character apparent from opening; honey sweetness emerged clearly at cool phase. Both Hari and Aanya enjoyed; approachable, well-structured, and clean finish with no bitterness. Excellent introduction-level specialty filter.","EK43 98mm flat burrs at 26–28 click equivalent (coarser than Gesha Natural — consistent with washed protocol building structured body); 90–93°C higher temp than natural protocol to fully dissolve Caturra's denser post-pulping cellulose structure. Origami flat-bottom stand confirmed by direct observation — same pink ceramic unit as Gesha. Flat-bottom geometry builds even puck saturation preserving malic apricot-apple clarity. Samaipata Bolivia high-altitude Caturra: compact varietal frame produces clean malic acid structure with honey-sucrose finish. Bean card specifies 14-day minimum rest. Roast date unknown.","Father-daughter visit — Homeground Coffee Roasters Bukit Timah Experience Room; 5 Jul 2026 10:30 AM; Aanya's cup",Field audit (Claude) — bean card confirmed + direct observation
"2026-07-05","Singapore","Cowpresso Coffee Roasters","Geisha Colombia Las Nubes","Unknown","Valle de Cauca, Colombia","Geisha","Natural","Medium","Pour-over (Cowpresso Custom 3-Hole Ceramic Dripper — Conical)","15","225","1:15","92","Unknown","DF83 (83mm Flat Burr) — barista confirmed","9.90","Lychee, Strawberry, Blueberry, Floral, Lemons","HOT: Explosive berry and lemon citric punch; fruity-forward ester detonation with isoamyl lychee dominant and acetic back-note trailing from Natural process. | MID-COOL: Acid persistence — lychee ester adheres to palate; malic backbone emerges as citric fades; still assertive rather than settling. | COOL: Lychee and body hold clean to final temperature; no notable sugar emergence — melanoidin body from medium roast persists. Verdict: An aggressive Geisha expression — Natural process × medium roast drives a fruit-heavy, body-forward profile divergent from the archive's Washed Geisha baseline. Enjoyable on its own terms; confirms Palate DNA preference for calmer washed clarity. First Natural Geisha in archive. Father-daughter visit with Aanya; barista Aung (Myanmar) gifted a complimentary sea salt latte — standout warmth and hospitality. Excellent café ambience and visual aesthetics noted.","Natural process ester chemistry (isoamyl acetate/lychee, berry esters) amplified by the custom Cowpresso 3-hole conical ceramic dripper's extended bed contact geometry, explaining the assertive acid punch and lychee persistence across all three thermal phases; medium roast Maillard contribution added unusual body mass for a Geisha, compressing linalool florals but sustaining melanoidin mouthfeel to cool — third conical-geometry entry in archive, consistent with the documented over-extraction pattern. DF83 83mm flat burrs provided low-fines grind consistency, moderating fermentation-derived acetic acid amplification. 10 days off roast (roasted 25 Jun 2026) — opening edge of optimal rest window; residual CO₂ may have contributed to slightly compressed clarity.","Father-daughter visit with Aanya — Cowpresso Coffee Roasters Singapore, 5 Jul 2026, 17:00. Second café of the day after Homeground Coffee Roasters morning session (2 Geishas in one day). Post-hike afternoon visit. Barista: Aung (from Myanmar) — warm and hospitable; gifted a complimentary sea salt latte for tasting. Excellent café ambience and visual aesthetics. Roast date: 25 Jun 2026 (10 days off roast at time of visit). Coffee name 'Las Nubes' from menu/receipt; bean bag reads 'Valle de Cauca' — Las Nubes likely estate name, unconfirmed.","Direct observation + bean bag photo + receipt + barista confirmation (Aung)"
